name,type_code,us_node,ds_node,length,diameter,slope,roughness,shape,us_invert,ds_invert
2092,136,9S-2-18,9S-2-17,56.21,1,0.409,0.013,1,4776.39,4776.16
2093,136,9S-2-19,9S-2-18,134.29,1,0.581,0.013,1,4777.27,4776.49
2098,136,9S-2-24,9S-2-19,261.65,0.83,0.436,0.013,1,4778.46,4777.32
2099,136,9S-2-25,9S-2-24,399.42,1,0.46,0.013,1,4780.37,4778.54
2100,136,9S-2-26,9S-2-25,415.27,1,0.45,0.013,1,4782.52,4780.65
2102,136,9S-4-87,9S-2-26,370.58,1,1.21,0.013,1,4787,4782.53
2103,136,9S-2-5,9S-2-27,297.43,0.67,2.71,0.013,1,4772.31,4764.26
2104,136,9S-2-27,9S-2-28,174.96,0.67,10.01,0.013,1,4763.41,4745.9
2105,136,9S-2-28,9S-2-29,138.73,1,1.12,0.013,1,4745.83,4744.27
2106,136,9S-2-29,9S-2-30,319.08,1,0.31,0.013,1,4744.17,4743.18
2110,136,9S-2-30,9S-2-33,122.36,1,0.39,0.013,1,4743.07,4742.59
2113,136,9S-2-33,9S-2-34,408.31,1,0.306,0.013,1,4742.31,4741.06
2130,136,9S-2-50,9S-2-51,152,1,0.388,0.013,1,4739.46,4738.87
2146,136,9S-2-51,9S-2-67,377.23,1,0.39,0.013,1,4738.78,4737.31
2147,136,9S-2-67,9S-2-68,389.38,1,0.36,0.013,1,4737.22,4735.8
2148,136,9S-2-68,9S-2-69,351.29,1,0.23,0.013,1,4735.74,4734.93
2149,136,9S-2-69,9S-2-70,148.72,1,4.93,0.013,1,4734.8,4727.47
2150,136,9S-2-70,4-4-113,48.72,1,0.76,0.013,1,4727.09,4726.72
2279,136,9S-4-63,9S-4-62,225.27,0.83,5.11,0.013,1,4835.05,4823.54
2288,136,9S-4-70,9S-4-63,147.94,0.67,6.68,0.013,1,4845.26,4835.38
2289,136,9S-4-71,9S-4-70,316.64,0.67,4.02,0.013,1,4858.19,4845.46
2290,136,9S-4-72,9S-4-71,131.95,0.67,12.23,0.013,1,4876.48,4860.34
2291,136,10-1-6,9S-4-72,214.09,0.67,3.14,0.013,1,4883.4,4876.68
2292,136,9S-4-62,9S-4-73,136.99,0.67,4.39,0.013,1,4823.18,4817.17
2294,136,9S-4-73,9S-4-75,311.89,0.83,4.64,0.013,1,4817.09,4802.61
2295,136,9S-4-75,9S-4-76,69.99,1,0.67,0.013,1,4802.04,4801.57
2296,136,9S-4-76,9S-4-77,124.11,1,0.76,0.013,1,4800.88,4799.94
2297,136,9S-4-77,9s-4-78,189.9,1,0.85,0.013,1,4799.61,4798
2298,136,9s-4-78,9s-4-79,180.78,1,0.25,0.013,1,4797.84,4797.38
2300,136,9s-4-79,9s-4-81.2,187.35,1,0.22,0.013,1,4797.34,4796.92
2301,136,9s-4-81.2,9S-4-81.1,349.37,1,0.29,0.013,1,4796.9,4795.88
2302,136,9S-4-81.1,9s-4-81,35.5,1,0.99,0.013,1,4795.86,4795.51
2307,136,9s-4-81,9S-4-86,279.7,1,0.33,0.013,1,4795.48,4794.57
2308,136,9S-4-86,9S-4-90,287.2,1,0.3,0.013,1,4794.5,4793.65
2309,136,9S-4-91,9S-4-90,15.15,1,0.13,0.013,1,4793.21,4793.19
2310,136,9S-4-92,9S-4-91,348.92,0.67,2.8,0.013,1,4807.62,4797.85
2311,136,9S-4-93,9S-4-92,420.62,0.67,4.46,0.013,1,4826.61,4807.83
2330,136,9S-4-111,9S-4-93,299.92,0.67,5.88,0.013,1,4845.06,4827.43
2331,136,9S-4-112,9S-4-111.1,128.37,0.67,5.38,0.013,1,4857.57,4850.67
2332,136,10-1-61,9S-4-112,122.2,0.67,0.786,0.013,1,4858.68,4857.72
2334,136,9S-4-89,9S-4-88,348.47,1,0.61,0.013,1,4791.52,4789.38
2335,136,9S-4-88,9S-4-87,377.21,1,0.59,0.013,1,4789.32,4787.1
2348,136,10-1-7,10-1-6,283.03,0.67,0.36,0.013,1,4884.78,4883.75
2353,136,10-1-12,10-1-7,401.42,0.67,0.434,0.013,1,4886.6,4884.86
2354,136,10-1-13,10-1-12,346.21,0.67,3.356,0.013,1,4898.27,4886.65
2356,136,10-1-15,10-1-13,277.64,0.67,3.97,0.013,1,4914.18,4903.16
2358,136,10-1-17,10-1-15,302.17,0.83,0.14,0.013,1,4914.92,4914.51
2359,136,10-1-18,10-1-17,246.1,0.83,0.18,0.013,1,4915.38,4914.94
2360,136,10-1-19,10-1-18,281.09,0.83,0.13,0.013,1,4915.87,4915.5
240,136,1S-2-24,1S-2-23,53.32,0.67,1.763,0.013,1,5043.69,5042.75
2405,136,10-1-59,10-1-60,395.89,0.67,0.71,0.013,1,4865.48,4862.67
2406,136,10-1-60,10-1-61,126.84,0.67,3.051,0.013,1,4862.57,4858.7
2446,136,10-2-1,10-2-8,242.92,0.67,8.64,0.013,1,4915.26,4894.28
2447,136,10-2-2,10-2-1,349.82,0.67,0.583,0.013,1,4918.88,4916.84
2448,136,10-2-3,10-2-2,306.69,0.67,0.424,0.013,1,4920.2,4918.9
2454,136,10-2-8,10-2-10,390.42,0.67,12.04,0.013,1,4894.07,4847.08
2455,136,10-2-10,10-2-11,184.47,0.67,3.64,0.013,1,4842.59,4835.88
2466,136,10-2-11,10-2-22,166.37,0.67,0.34,0.013,1,4835.77,4835.2
2467,136,10-2-22,10-2-23,214.08,0.67,0.43,0.013,1,4835.07,4834.15
2482,136,10-2-23,10-2-37,293.23,0.67,0.4,0.013,1,4834.14,4832.97
2484,136,10-2-37,10-2-39,305.17,0.67,0.32,0.013,1,4832.83,4831.85
2486,136,10-2-39,10-2-41,302.84,0.67,0.4,0.013,1,4831.74,4830.54
2488,136,10-2-41,10-2-43,85.47,0.67,0.33,0.013,1,4830.53,4830.25
2493,136,10-2-43,10-2-48,329.89,0.67,0.29,0.013,1,4830.11,4829.14
2495,136,10-2-48,10-2-50,138.51,0.67,0.39,0.013,1,4829.07,4828.53
2496,136,10-2-50,10-2-51,115.62,0.67,0.372,0.013,1,4828.42,4827.99
2497,136,10-2-51,3-1-13,69.38,0.67,0.49,0.013,1,4827.94,4827.6
2498,136,10-2-52,3-1-14,264.95,1,1.22,0.013,1,4839.68,4836.44
2502,136,10-2-56,10-2-52,60.49,1,1.26,0.013,1,4840.51,4839.75
2503,136,10-2-57,10-2-56,230.83,1,1.4,0.013,1,4843.76,4840.53
2509,136,10-2-62,10-2-57,106.05,1,1.48,0.013,1,4845.51,4843.94
2510,136,10-3-33,10-2-62,424.23,1,1.63,0.013,1,4852.43,4845.52
252,136,1S-2-36,1S-2-24,17.53,0.67,1.83,0.013,1,5044.06,5043.74
253,136,1S-2-37,1S-2-36,328.44,0.67,2.51,0.013,1,5052.44,5044.18
254,136,1S-2-38,1S-2-37,398.79,0.67,4.16,0.013,1,5069.18,5052.58
2547,136,10-3-36,10-3-33,410.42,0.83,2.82,0.013,1,4864.28,4852.69
255,136,1S-2-39,1S-2-38,127.4,0.67,2.89,0.013,1,5073.52,5069.84
2582,136,10-3-68,10-3-36,239.16,0.83,5.75,0.013,1,4878.09,4864.33
2584,136,10-3-70,10-3-69,376.44,0.67,9.75,0.013,1,4945.32,4908.6
2585,136,10-3-71,10-3-70,192.63,0.67,9.32,0.013,1,4963.4,4945.44
2596,136,10-3-82,10-3-71,266.42,0.67,8.91,0.013,1,4987.42,4963.69
2597,136,10-3-83,10-3-82,286.35,0.67,5.14,0.013,1,5002.29,4987.56
2612,136,10-3-96,10-3-83,361.61,0.83,4.24,0.013,1,5017.79,5002.45
2613,136,10-3-97,10-3-96,19.72,0.83,3.09,0.013,1,5018.66,5018.05
2621,136,11-2-17,10-3-103,262.56,0.83,4.49,0.013,1,5044.62,5032.82
2624,136,10-3-103,10-3-97,326.32,0.83,4.31,0.013,1,5032.74,5018.68
2684,136,9S-4-90,9S-4-89,336.66,1,0.45,0.013,1,4793.17,4791.65
2766,136,11-2-18,11-2-17,38.77,0.83,4.85,0.013,1,5046.7,5044.82
2767,136,11-2-19,11-2-18,74.59,0.83,4.5,0.013,1,5050.08,5046.72
2769,136,11-2-21,11-2-19,69.21,0.83,4.28,0.013,1,5053.17,5050.21
2774,136,11-2-23,11-2-21,268.9,0.83,4.61,0.013,1,5065.66,5053.26
2783,136,11-2-31,11-2-27,300.01,0.83,3.57,0.013,1,5090.41,5079.7
2790,136,11-2-37,11-2-36,91.48,0.83,2.25,0.013,1,5107.02,5104.96
2794,136,11-2-41,11-2-37,209.51,0.83,2.36,0.013,1,5112.08,5107.14
2795,136,11-2-42,11-2-41,24.53,0.83,2.24,0.013,1,5112.77,5112.22
2797,136,11-2-44,11-2-42,281.87,0.83,1.9,0.013,1,5118.16,5112.81
2832,136,11-2-74,11-2-44,352.27,1,0.79,0.013,1,5121.12,5118.34
2846,136,11-3-11,11-2-74,397.69,0.83,1.21,0.013,1,5135.17,5130.35
2858,136,11-3-12,11-3-11,256.35,0.83,1.54,0.013,1,5139.21,5135.27
2865,136,11-3-18,11-3-12,226.05,0.83,2.6,0.013,1,5146.59,5140.72
2866,136,11-3-19,11-3-18,177.22,0.83,2.26,0.013,1,5151.19,5147.18
2880,136,11-3-33,11-3-27,188.34,0.83,1.65,0.013,1,5158.23,5155.13
2881,136,11-3-34,11-3-33,121.11,1,1.115,0.013,1,5159.66,5158.31
2882,136,11-3-35,11-3-34,154.19,1,0.655,0.013,1,5160.69,5159.68
2884,136,11-3-36,11-3-35,438.39,1,0.331,0.013,1,5162.16,5160.71
2885,136,11-3-37,11-3-36,274.62,1,0.313,0.013,1,5163.05,5162.19
2886,136,11-3-38,11-3-37,135.82,1,0.42,0.013,1,5163.79,5163.22
2887,136,11-3-39,11-3-38,172.35,1,0.34,0.013,1,5164.5,5163.91
2888,136,11-3-40,11-3-39,195.51,1,0.42,0.013,1,5165.44,5164.62
2889,136,11-3-41,11-3-40,307.83,1,0.37,0.013,1,5166.58,5165.45
2890,136,11-4-59,11-3-41,362.82,1,0.39,0.013,1,5168.06,5166.66
2960,136,12-2-1,11-4-59,169.75,1,0.224,0.013,1,5168.54,5168.16
2965,136,12-2-2,12-2-1,295.99,1,0.375,0.013,1,5169.66,5168.55
2966,136,12-2-3,12-2-2,167.21,1,0.45,0.013,1,5171.04,5170.29
2970,136,12-2-7,12-2-5,124.16,1,1.87,0.013,1,5193.28,5190.96
2976,136,12-2-12,12-2-7,416.93,0.83,1.68,0.013,1,5200.3,5193.29
2977,136,12-2-13,12-2-12,140.67,0.83,1.642,0.013,1,5202.67,5200.36
2979,136,12-2-15,12-2-13,285.93,0.83,1.73,0.013,1,5207.69,5202.73
2981,136,12-2-17,12-2-15,148.7,0.83,3.64,0.013,1,5213.13,5207.71
2982,136,12-2-18,12-2-17,116.07,0.83,3.55,0.013,1,5217.43,5213.31
2986,136,12-2-22,12-2-18,222.21,0.83,3.42,0.013,1,5225.07,5217.48
2987,136,12-2-23,12-2-22,249.03,0.83,2.29,0.013,1,5230.78,5225.07
2989,136,12-2-25,12-2-23,365.64,0.83,1.48,0.013,1,5236.62,5231.2
2995,136,12-2-25.1,12-2-25,202.88,0.83,7.92,0.013,1,5254.2,5238.14
2996,136,12-3-1,12-2-25.1,289.82,0.83,3.29,0.013,1,5263.8,5254.26
3011,136,12-3-2,12-3-1,251.33,0.83,3.55,0.013,1,5272.95,5264.02
3012,136,12-3-3,12-3-2,240.37,0.83,4.54,0.013,1,5283.87,5272.96
3018,136,12-3-7,12-3-32,122.56,0.83,1.14,0.013,1,5339.54,5338.14
3019,136,12-3-8,12-3-7,125.06,0.83,8.77,0.013,1,5350.62,5339.65
3020,136,12-3-9,12-3-8,110.61,0.83,11.07,0.013,1,5363.17,5350.93
3021,136,12-3-10,12-3-9,24.12,0.67,4.64,0.013,1,5364.31,5363.19
3076,136,16-1-8,17-4-46,393.44,1.25,0.59,0.013,1,4386.92,4384.59
3077,136,16-1-9,16-1-8,405.01,1.25,0.5,0.013,1,4389.14,4387.12
3078,136,16-1-10,16-1-9,176.36,1.25,0.37,0.013,1,4390.1,4389.45
3081,136,16-1-13,16-1-10,117.86,1.25,0.59,0.013,1,4391.04,4390.35
3084,136,16-1-16,16-1-13,100.09,1.25,0.35,0.013,1,4391.51,4391.16
3085,136,16-1-17,16-1-16,395.93,1.25,0.51,0.013,1,4393.69,4391.68
3086,136,16-1-18,16-1-17,414.39,1.25,0.53,0.013,1,4396.11,4393.91
3087,136,16-1-19,16-1-18,385.32,1.25,0.56,0.013,1,4398.45,4396.3
3088,136,16-1-20,16-1-19,452.51,1.25,0.45,0.013,1,4400.77,4398.72
3089,136,16-4-6,16-1-20,432.33,1.25,0.93,0.013,1,4405.08,4401.08
3146,136,16-2-4,16-2-3,210.73,0.83,0.5,0.013,1,4358.49,4357.43
3153,136,16-2-3,16-2-10,16.32,1.5,0.613,0.013,1,4357.34,4357.24
3154,136,16-2-10,16-2-11,221.63,1.5,0.69,0.013,1,4356.3,4354.77
3160,136,16-2-17,16-2-4,161.23,0.83,0.409,0.013,1,4359.15,4358.49
3187,136,16-2-11,16-2-44,263.89,1.5,0.58,0.013,1,4354.76,4353.23
3188,136,16-2-44,16-2-45,404.57,1.5,0.56,0.013,1,4353.15,4350.88
3189,136,16-2-45,16-2-46,477.96,1.5,0.45,0.013,1,4350.71,4348.57
3190,136,16-2-46,16-2-47,10.3,1.5,1.55,0.013,1,4348.52,4348.36
3191,136,16-2-47,16-2-48,301.27,1.5,0.5,0.013,1,4348.28,4346.78
3194,136,16-2-49,16-2-17,147.28,0.83,0.55,0.013,1,4360.03,4359.22
3196,136,16-2-51,16-2-49,483.85,0.67,1.01,0.013,1,4365.07,4360.18
3198,136,16-2-53,16-2-51,289.48,0.67,0.99,0.013,1,4367.98,4365.1
3199,136,16-2-54,16-2-53,448.57,0.67,0.42,0.013,1,4370.27,4368.4
3200,136,16-2-55,16-2-54,438,0.67,0.38,0.013,1,4371.94,4370.29
3201,136,16-2-56,16-2-55,167.69,0.67,0.423,0.013,1,4372.7,4371.99
3203,136,16-2-58,16-2-56,361.67,0.67,0.28,0.013,1,4374.2,4373.18
3204,136,16-3-27,16-2-58,273.3,0.67,0.37,0.013,1,4375.22,4374.21
3237,136,16-3-29,16-3-27,402.42,0.67,0.77,0.013,1,4378.35,4375.24
3238,136,16-3-30,16-3-29,288.42,0.67,0.7,0.013,1,4380.41,4378.4
3239,136,16-3-31,16-3-30,346.67,0.67,0.35,0.013,1,4381.67,4380.46
3243,136,16-3-35,16-3-31,230.52,0.67,0.43,0.013,1,4384.1,4383.11
3244,136,16-3-36,16-3-35,217.61,0.67,2.37,0.013,1,4389.51,4384.36
3245,136,16-3-37,16-3-36,226.02,0.67,0.88,0.013,1,4391.5,4389.52
3262,136,16-4-7,16-4-6,422.25,1.25,0.673,0.013,1,4407.97,4405.13
3263,136,16-4-8,16-4-7,454.07,1.25,0.841,0.013,1,4411.85,4408.03
3265,136,16-4-9,16-4-8,127.24,1.25,0.53,0.013,1,4412.65,4411.97
3274,136,16-4-16,16-4-9,315.78,1.25,0.89,0.013,1,4415.51,4412.69
3275,136,16-4-17,16-4-16,307.86,1.25,0.978,0.013,1,4418.73,4415.72
3276,136,16-4-18,16-4-17,262.28,1.25,0.317,0.013,1,4419.63,4418.8
3280,136,21-3-68,16-4-19,332.75,1.25,0.3,0.013,1,4421.68,4420.68
3314,136,17-1-10,17-1-9,152.21,0.83,2.06,0.013,1,4368.08,4364.94
3315,136,20-2-18,20-2-23,83.82,0.83,1.551,0.013,1,4373.25,4371.95
3316,136,17-1-9,17-1-11,248.14,0.83,1.83,0.013,1,4364.69,4360.16
3317,136,17-1-11,17-1-12,152.93,0.83,2.84,0.013,1,4359.94,4355.59
3324,136,17-1-12,17-1-19,247.44,0.83,2.55,0.013,1,4355.29,4348.99
3325,136,17-1-19,17-1-20,325.88,0.83,1.07,0.013,1,4348.1,4344.62
3326,136,17-1-21,17-1-20,282.26,1.75,1.6,0.013,1,4349.11,4344.59
3327,136,17-1-22,17-1-21,229.87,1.75,0.957,0.013,1,4351.41,4349.21
3329,136,17-4-1,17-1-22,371.13,1.75,1.083,0.013,1,4355.44,4351.42
3330,136,17-1-20,17-1-24,477.99,1.75,0.297,0.013,1,4344.56,4343.14
3331,136,17-1-24,17-1-25,258.03,1.75,0.527,0.013,1,4343.1,4341.74
3336,136,17-1-25,17-1-30,235.33,1.75,0.48,0.013,1,4341.71,4340.59
3337,136,17-1-30,17-1-31,112.81,1.75,0.69,0.013,1,4340.55,4339.77
3338,136,17-1-31,17-2-44,389.5,1.75,0.53,0.013,1,4339.67,4337.62
3343,136,20-2-5,17-1-35,493.04,2.25,1.16,0.013,1,4379.3,4373.59
3344,136,17-1-35,17-1-36,501.52,2.25,1.83,0.013,1,4373.57,4364.39
3345,136,17-1-36,17-1-37,311.01,2.25,2.44,0.013,1,4364.35,4356.76
3346,138,17-1-37,17-1-38,339.16,2,1.047,0.013,1,4356.6,4353.05
3347,136,17-1-38,17-1-39,17.64,2.75,20.52,0.013,1,4351.99,4348.37
3348,136,17-1-39,17-1-39.1,518,2.75,0.7,0.013,1,4348.28,4344.64
3349,136,17-1-39.1,17-1-40,16.91,2.75,0.83,0.013,1,4344.55,4344.41
3350,136,17-1-40,17-1-41,303.23,2.75,0.59,0.013,1,4344.15,4342.36
3351,136,17-1-41,17-1-42,491.51,2.75,0.28,0.013,1,4342.24,4340.84
3352,136,17-1-42,17-2-50,289.56,2.25,0.88,0.013,1,4340.42,4337.86
3412,136,17-2-24,17-2-25,311,0.83,0.209,0.013,1,4330.62,4329.97
3413,136,17-2-26,17-2-25,487.09,1.25,1.195,0.013,1,4336.59,4330.77
3414,136,17-2-27,17-2-26,170.52,1.25,2.99,0.013,1,4341.96,4336.86
3416,136,17-2-29,17-2-27,135.02,1.25,2.87,0.013,1,4345.88,4342.01
3417,136,17-3-32,17-2-29,245.8,1.25,0.46,0.013,1,4347.04,4345.92
3418,136,17-2-30,17-2-25,657.78,1.5,0.672,0.013,1,4333.55,4329.13
3419,136,17-2-31,17-2-30,163.35,0.67,0.64,0.013,1,4335.67,4334.62
3427,136,17-2-37,17-2-31,349.84,0.83,0.48,0.013,1,4337.43,4335.74
3428,136,17-2-38,17-2-37,128.78,0.67,0.53,0.013,1,4338.21,4337.53
3429,136,17-2-39,17-2-38,396.8,0.67,0.37,0.013,1,4339.76,4338.28
3430,136,17-3-1,17-2-39,301.83,0.67,1.91,0.013,1,4345.57,4339.79
3434,136,17-2-43,17-2-30,424.81,1.5,0.709,0.013,1,4336.7,4333.69
3435,136,17-2-44,17-2-43,118.31,1.5,0.668,0.013,1,4337.55,4336.76
3437,136,17-2-25,17-2-45,497.24,1.75,0.613,0.013,1,4328.87,4325.82
3438,136,17-2-45,17-2-46,146.05,1.75,0.4,0.013,1,4325.59,4325.01
3440,136,17-2-46,17-2-48,308.59,1.75,0.51,0.013,1,4324.64,4323.06
3441,136,17-2-48,17-2-49,451.34,1.75,0.5,0.013,1,4323.04,4320.8
3447,136,17-2-53,17-2-54,502.29,2.5,0.32,0.013,1,4332.57,4330.96
3448,136,17-2-54,17-2-55,505.09,2.5,0.309,0.013,1,4330.65,4329.09
3449,136,17-2-55,17-2-56,494.5,2.5,0.332,0.013,1,4329.04,4327.4
3451,136,17-3-2,17-3-1,313.38,0.67,2.45,0.013,1,4353.25,4345.58
3453,136,17-3-4,17-3-2,250.22,0.67,0.616,0.013,1,4354.94,4353.4
3454,136,17-4-57,17-3-4,344.79,0.67,0.682,0.013,1,4357.31,4354.96
3487,136,17-3-35,17-3-32,204.62,1.25,0.48,0.013,1,4348.35,4347.37
3488,136,17-3-36,17-3-35,442.48,1.25,0.58,0.013,1,4351.1,4348.52
3489,136,17-3-37,17-3-36,364.68,1.25,0.751,0.013,1,4354.1,4351.36
3490,136,17-3-38,17-3-37,345.3,1.25,0.756,0.013,1,4356.81,4354.2
3491,136,17-3-39,17-3-38,399.35,1.25,0.83,0.013,1,4360.32,4357
3493,136,17-3-41,17-3-39,351.37,1.25,0.74,0.013,1,4362.99,4360.4
3496,136,17-3-44,17-3-41,350.23,1.25,0.52,0.013,1,4364.94,4363.12
3498,136,17-3-46,17-3-45,346.49,1.25,0.416,0.013,1,4368.58,4367.14
3506,136,17-4-53,17-3-46,352.94,1.25,0.54,0.013,1,4370.83,4368.93
3539,136,17-4-7,17-4-1,382.66,1.75,1.04,0.013,1,4359.51,4355.53
3541,136,17-4-9,17-4-7,391.06,1.75,0.52,0.013,1,4361.87,4359.82
3542,136,17-4-10,17-4-9,169.72,1.75,0.02,0.013,1,4362,4361.96
3553,136,17-4-22,17-4-10,281.81,1.75,0.3,0.013,1,4362.85,4362
3556,136,17-4-24,17-4-22,238.5,1.25,1.65,0.013,1,4369.6,4365.67
3570,136,17-4-36,17-4-24,272.68,1.25,1.4,0.013,1,4373.79,4369.96
3571,136,17-4-37,17-4-36,511.32,1.25,1.6,0.013,1,4382.3,4374.1
3572,136,17-4-38,17-4-37,34.07,1.25,0.206,0.013,1,4382.41,4382.34
3573,136,17-4-39,17-4-38,240.04,1.25,0.208,0.013,1,4382.96,4382.46
3574,136,17-4-40,17-4-39,72.63,1.25,0.08,0.013,1,4383.12,4383.06
3575,136,17-4-41,17-4-40,549.95,1.25,0.14,0.013,1,4383.98,4383.2
3576,136,20-3-36,17-4-41,79.27,1.25,0.126,0.013,1,4384.23,4384.13
3583,136,17-3-45,17-3-44,353.95,1.25,0.49,0.013,1,4366.93,4365.19
3586,136,17-4-46,17-4-47,377.8,1.25,0.81,0.013,1,4384.53,4381.48
3589,136,17-4-47,17-4-48,352.38,1.25,0.79,0.013,1,4381.45,4378.65
3590,136,17-4-48,17-4-49,397.12,1.25,0.83,0.013,1,4378.38,4375.1
3593,136,17-4-49,17-4-52,401.53,1.25,0.51,0.013,1,4374.9,4372.87
3596,136,17-4-52,17-4-53,397.74,1.25,0.493,0.013,1,4372.84,4370.88
3602,136,17-4-60,17-4-57,311,0.67,0.45,0.013,1,4358.74,4357.35
3627,136,20-4-40,20-2-1,464.16,2.75,0.15,0.013,1,4394.5,4393.81
3628,136,20-2-1,20-2-2,498.57,2.75,0.11,0.013,1,4393.5,4392.97
3629,136,20-2-2,20-2-3,499.73,2.75,0.51,0.013,1,4392.76,4390.21
3630,136,20-2-3,20-2-4,502.92,2.25,1.245,0.013,1,4390.16,4383.9
3631,136,20-2-4,20-2-5,503.54,2.25,0.91,0.013,1,4383.9,4379.32
3633,136,20-2-6,20-2-7,331.99,0.83,0.111,0.013,1,4396.79,4396.42
3634,136,20-2-7,20-2-8,163.43,0.83,0.202,0.013,1,4396.35,4396.02
3635,136,20-2-8,20-2-9,351.02,0.83,0.09,0.013,1,4395.69,4395.39
3636,136,20-2-9,20-2-10,403.2,0.67,0.05,0.013,1,4395.37,4395.15
3637,136,20-2-10,20-2-11,88.39,0.67,0.01,0.013,1,4395.11,4395.1
3638,136,20-2-11,20-2-12,20.09,0.67,0.95,0.013,1,4394.84,4394.65
3639,136,20-2-12,20-2-13,375.03,0.67,0.8,0.013,1,4394.63,4391.63
3640,136,20-2-13,20-2-14,395.98,0.67,0.33,0.013,1,4391.32,4390.01
3641,136,20-2-14,20-2-15,402.52,0.67,0.36,0.013,1,4389.85,4388.42
3642,136,20-2-15,20-2-16,399.9,0.67,1.77,0.013,1,4388.24,4381.15
3643,136,20-2-16,20-2-17,399.51,0.67,0.95,0.013,1,4380.95,4377.14
3690,136,20-3-39,20-3-36,377.65,1.75,0.204,0.013,1,4385.01,4384.24
3694,136,20-3-42,20-3-39,73.14,1.75,0.15,0.013,1,4385.17,4385.06
3695,136,20-3-43,20-3-42,183.99,1.75,0.125,0.013,1,4385.45,4385.22
3696,136,20-3-44,20-3-43,208.95,0.67,0.47,0.013,1,4387.93,4386.95
3697,136,21-2-54,20-3-44,347.6,0.67,0.4,0.013,1,4389.43,4388.03
3701,136,20-3-43.1,20-3-43,361.25,1.75,0.255,0.013,1,4386.42,4385.5
3702,136,20-3-48,20-3-68,296.87,1.75,0.967,0.013,1,4389.99,4387.12
3703,136,21-2-21,20-3-48,446.78,0.83,0.766,0.013,1,4395.71,4392.29
3731,136,20-3-68,20-3-43.1,72.34,1.75,0.636,0.013,1,4387.07,4386.61
3775,136,20-4-15,20-4-32.1,161.5,0.83,0.279,0.013,1,4411.8,4411.35
3776,136,20-4-41,20-4-32,410.41,2.75,0.244,0.013,1,4404.73,4403.73
3777,136,20-4-42,20-4-41,335.03,2.75,0.167,0.013,1,4405.29,4404.73
3778,136,20-4-43,20-4-42,105.19,2.75,0.285,0.013,1,4405.59,4405.29
3779,136,20-4-44,20-4-43,502.47,2.75,0.082,0.013,1,4406,4405.59
3780,136,20-4-45,20-4-44,140.09,2.75,0.35,0.013,1,4406.49,4406
3781,136,20-4-46,20-4-45,191.21,2.75,0.094,0.013,1,4406.67,4406.49
3783,136,20-4-48,20-4-47,443.33,2.75,0.124,0.013,1,4407.62,4407.07
3784,136,20-4-49,20-4-48,5.97,2.75,2,0.013,1,4407.74,4407.62
3785,136,20-4-50,20-4-49,297.45,2.75,0.087,0.013,1,4408,4407.74
3786,136,20-4-51,20-4-50,317.51,2.25,0.362,0.013,1,4409.15,4408
3789,136,21-1-25,20-4-51,256.48,2,2.363,0.013,1,4415.18,4409.15
3792,136,20-4-54,20-4-53.1,269.85,1.25,1.42,0.013,1,4421.26,4417.42
3793,136,20-4-55,20-4-54,343.71,1.25,1.81,0.013,1,4427.5,4421.29
3794,136,20-4-55.1,20-4-55,332.84,0.667,0.4,0.013,1,4429.681,4428.35
3795,136,20-4-55.2,20-4-55.1,66.87,0.667,0.4,0.013,1,4430.3,4430.032
