Name,ID,X,Y,Sewer inputs,DWF enabled,Method,Units,Flow rate,Area,Density,Peaking factor,Winter water use,Landuse,Pattern,Pattern resolved
10-1-12,134,50289.32,40260.19,,true,0,,,,,,,,,
10-1-13,134,50635.53,40258.77,true,,,2,9,0,0,1,0,3,Daily1,Yes
10-1-15,134,50913.17,40259.17,,,,,,,,,,,,
10-1-17,134,50911.51,39957,,,,,,,,,,,,
10-1-18,134,50909.93,39710.91,,,,,,,,,,,,
10-1-19,134,51191.01,39708.43,true,,,2,170,0,0,1,0,3,Daily1,Yes
10-1-59,134,49870.12,41798.42,true,,,2,178,0,0,1,0,3,Daily1,Yes
10-1-6,134,49604.95,40268.93,true,,,2,10,0,0,1,0,3,Daily1,Yes
10-1-60,134,49595.06,42083.15,,,,,,,,,,,,
10-1-61,134,49587.33,42209.75,,true,0,,,,,,,,,
10-1-7,134,49887.9,40262.13,true,,,2,20,0,0,1,0,3,Daily1,Yes
10-2-1,134,50938.35,42233.57,,,,,,,,,,,,
10-2-10,134,50939.45,42866.91,,,,,,,,,,,,
10-2-11,134,50940.8,43051.38,true,,,2,43,0,0,1,0,3,Daily1,Yes
10-2-2,134,51288.17,42233.39,,true,0,,,,,,,,,
10-2-22,134,50940.48,43217.75,,,,,,,,,,,,
10-2-23,134,51032.41,43411.09,true,,,2,192,0,0,1,0,3,Daily1,Yes
10-2-3,134,51594.86,42234.81,true,,,2,220,0,0,1,0,3,Daily1,Yes
10-2-37,134,51033.49,43704.32,,,,,,,,,,,,
10-2-39,134,51035.9,44009.48,,,,,,,,,,,,
10-2-41,134,51037.24,44312.32,,,,,,,,,,,,
10-2-43,134,51038.63,44397.78,true,,,2,27,0,0,1,0,3,Daily1,Yes
10-2-48,134,50956.96,44717.4,true,,,2,19,0,0,1,0,3,Daily1,Yes
10-2-50,134,50818.46,44718.25,,true,0,,,,,,,,,
10-2-51,134,50817.1,44833.86,,,,,,,,,,,,
10-2-52,134,51541.85,44807.28,true,,,2,30,0,0,1,0,3,Daily1,Yes
10-2-56,134,51600.65,44793.09,,,,,,,,,,,,
10-2-57,134,51817.36,44713.59,true,,,2,19,0,0,1,0,3,Daily1,Yes
10-2-62,134,51916.88,44676.95,,,,,,,,,,,,
10-2-8,134,50938.96,42476.49,true,,,2,26,0,0,1,0,3,Daily1,Yes
10-3-103,134,54727.03,43492.09,,,,,,,,,,,,
10-3-33,134,52283.35,44463.24,true,,,2,113,0,0,1,0,3,Daily1,Yes
10-3-36,134,52590.15,44190.63,true,,,2,131,0,0,1,0,3,Daily1,Yes
10-3-68,134,52756.78,44019.07,,,,,,,,,,,,
10-3-69,134,52971.64,43797.23,,,,,,,,,,,,
10-3-70,134,53286.21,43590.47,,,,,,,,,,,,
10-3-71,134,53467.27,43524.72,true,,,2,63,0,0,1,0,3,Daily1,Yes
10-3-82,134,53733.45,43513.5,,,,,,,,,,,,
10-3-83,134,54019.46,43499.58,true,,,2,117,0,0,1,0,3,Daily1,Yes
10-3-96,134,54380.99,43491.89,true,,,2,112,0,0,1,0,3,Daily1,Yes
10-3-97,134,54400.71,43492.04,,,,,,,,,,,,
11-2-17,134,54989.59,43491.5,true,,,2,79,0,0,1,0,3,Daily1,Yes
11-2-18,134,55028.36,43491.83,,,,,,,,,,,,
11-2-19,134,55102.95,43491.38,true,,,2,1,0,0,1,0,3,Daily1,Yes
11-2-21,134,55172.16,43491.28,true,,,2,9,0,0,1,0,3,Daily1,Yes
11-2-23,134,55441.06,43491.49,true,,,2,14,0,0,1,0,3,Daily1,Yes
11-2-27,134,55826.97,43502,true,,,2,17,0,0,1,0,3,Daily1,Yes
11-2-31,134,56118.1,43574.47,true,,,2,6,0,0,1,0,3,Daily1,Yes
11-2-36,134,56505.06,43669.46,,,,,,,,,,,,
11-2-37,134,56593.88,43691.37,true,,,2,29,0,0,1,0,3,Daily1,Yes
11-2-41,134,56797.16,43742.1,,,,,,,,,,,,
11-2-42,134,56820.87,43748.4,true,,,2,9,0,0,1,0,3,Daily1,Yes
11-2-44,134,57094.6,43815.8,true,,,2,60,0,0,1,0,3,Daily1,Yes
11-2-74,134,57436.46,43900.8,true,,,2,119,0,0,1,0,3,Daily1,Yes
11-2-81,134,56246.91,43607.58,true,,,2,27,0,0,1,0,3,Daily1,Yes
11-2-86,134,55795.81,43499.01,true,,,2,4,0,0,1,0,3,Daily1,Yes
11-3-11,134,57823.26,43993.25,true,,,2,0,0,0,1,0,3,Daily1,Yes
11-3-12,134,58077.53,43960.67,true,,,2,15,0,0,1,0,3,Daily1,Yes
11-3-18,134,58279.21,43858.58,,,,,,,,,,,,
11-3-19,134,58403.4,43732.15,true,,,2,24,0,0,1,0,3,Daily1,Yes
11-3-27,134,58515.11,43544.12,true,,,2,29,0,0,1,0,3,Daily1,Yes
11-3-33,134,58610.99,43382.01,,,,,,,,,,,,
11-3-34,134,58672.9,43277.92,,true,0,,,,,,,,,
11-3-35,134,58756.33,43148.25,,true,0,,,,,,,,,
11-3-36,134,59194.44,43132.69,true,,,2,1,0,0,1,0,3,Daily1,Yes
11-3-37,134,59236.29,42861.28,,,,,,,,,,,,
11-3-38,134,59370.22,42838.68,,,,,,,,,,,,
11-3-39,134,59434.64,42678.82,,,,,,,,,,,,
11-3-40,134,59543.92,42516.7,true,,,2,1,0,0,1,0,3,Daily1,Yes
11-3-41,134,59746.31,42284.76,true,,,2,16,0,0,1,0,3,Daily1,Yes
11-3-48,134,58451.91,43648.58,true,true,0,2,7,0,0,1,0,3,Daily1,Yes
11-4-59,134,59889.23,41951.27,,,,,,,,,,,,
12-2-1,134,60057.25,41975.44,,true,0,,,,,,,,,
12-2-12,134,60862.16,42620.85,,,,,,,,,,,,
12-2-13,134,60997.84,42658,true,,,2,8,0,0,1,0,3,Daily1,Yes
12-2-15,134,61283.59,42647.74,true,,,2,8,0,0,1,0,3,Daily1,Yes
12-2-17,134,61431.56,42633.07,,,,,,,,,,,,
12-2-18,134,61541.14,42594.81,true,,,2,19,0,0,1,0,3,Daily1,Yes
12-2-2,134,60076.5,42270.8,,,,,,,,,,,,
12-2-22,134,61750.53,42520.42,,,,,,,,,,,,
12-2-23,134,61999.37,42510.72,true,,,2,11,0,0,1,0,3,Daily1,Yes
12-2-25,134,62362.73,42469.97,true,,,2,36,0,0,1,0,3,Daily1,Yes
12-2-25.1,134,62564.14,42494.36,,,,,,,,,,,,
12-2-3,134,60122.11,42431.67,true,,,2,2,0,0,1,0,3,Daily1,Yes
12-2-5,134,60436.6,42539.71,true,,,2,11,0,0,1,0,3,Daily1,Yes
12-2-7,134,60492.16,42428.67,true,,,2,36,0,0,1,0,3,Daily1,Yes
12-3-1,134,62853.93,42490.33,,,,,,,,,,,,
12-3-10,134,65156.22,42274.64,,,,,,,,,,,,
12-3-10.1,134,65401.34,42100.07,true,,,2,1394,0,0,1,0,3,Canyon_Daily,Yes
12-3-2,134,63101.47,42446.87,,,,,,,,,,,,
12-3-27,134,64063.68,42128.9,,,,,,,,,,,,
12-3-28,134,64338.81,42013.73,,,,,,,,,,,,
12-3-29,134,64553.25,41950.02,true,,,2,3,0,0,1,0,3,Daily1,Yes
12-3-3,134,63331.28,42376.41,,,,,,,,,,,,
12-3-30,134,64685.21,41960.63,,,,,,,,,,,,
12-3-31,134,64811.12,42012.79,,,,,,,,,,,,
12-3-32,134,64895.81,42055.38,,,,,,,,,,,,
12-3-4,134,63527.82,42388.11,,,,,,,,,,,,
12-3-5,134,63819.56,42300.58,,,,,,,,,,,,
12-3-6,134,63635.48,42355.64,true,,,2,31,0,0,1,0,3,Daily1,Yes
12-3-7,134,64947.15,42166.67,true,,,2,9,0,0,1,0,3,Daily1,Yes
12-3-8,134,65030.93,42259.52,,,,,,,,,,,,
12-3-9,134,65137.35,42289.67,,,,,,,,,,,,
16-1-10,134,44875.33,66695.07,true,,,2,11,0,0,1,0,3,Daily1,Yes
16-1-13,134,44993.15,66691.99,true,,,2,41,0,0,1,0,3,Daily1,Yes
16-1-16,134,45093.22,66690.09,,,,,,,,,,,,
16-1-17,134,45489.06,66681.81,true,,,2,0,0,0,1,0,3,Daily1,Yes
16-1-18,134,45903.35,66672.86,,,,,,,,,,,,
16-1-19,134,46288.62,66666.75,true,,,2,2,0,0,1,0,3,Daily1,Yes
16-1-20,134,46741.06,66658.66,,,,,,,,,,,,
16-1-8,134,44294.09,66706.97,,,,,,,,,,,,
16-1-9,134,44699.01,66698.65,,,,,,,,,,,,
16-2-10,134,45324.4,70030.3,true,,,2,25,0,0,1,0,3,Daily1,Yes
16-2-11,134,45546.02,70028.32,true,,,2,102,0,0,1,0,3,Daily1,Yes
16-2-17,134,45695.51,70012.16,true,,,2,124,0,0,1,0,3,Daily1,Yes
16-2-3,134,45323.55,70014,,,,,,,,,,,,
16-2-4,134,45534.28,70013.32,true,,,2,203,0,0,1,0,3,Daily1,Yes
16-2-44,134,45458.53,70277.29,,,,,,,,,,,,
16-2-45,134,45323.22,70658.56,,,,,,,,,,,,
16-2-46,134,45163.46,71109.03,,,,,,,,,,,,
16-2-47,134,45160.02,71118.74,,,,,,,,,,,,
16-2-48,134,45059.4,71402.71,,,,,,,,,,,,
16-2-49,134,45842.79,70012.09,true,,,2,5,0,0,1,0,3,Daily1,Yes
16-2-51,134,46326.64,70010.24,,,,,,,,,,,,
16-2-53,134,46616.11,70008,true,,,2,208,0,0,1,0,3,Daily1,Yes
16-2-54,134,46612.57,69559.44,,,,,,,,,,,,
16-2-55,134,46610.5,69121.44,,,,,,,,,,,,
16-2-56,134,46778.17,69123.75,true,,,2,16,0,0,1,0,3,Daily1,Yes
16-2-58,134,46793.54,68762.41,,,,,,,,,,,,
16-3-27,134,47024.4,68616.14,true,,,2,24,0,0,1,0,3,Daily1,Yes
16-3-29,134,47373.01,68415.12,,,,,,,,,,,,
16-3-30,134,47526.93,68659.04,true,,,,,,,,,,,
16-3-31,134,47729.06,68940.68,true,,,2,23,0,0,1,0,3,Daily1,Yes
16-3-35,134,47951.14,69002.47,,,,,,,,,,,,
16-3-36,134,48168.75,69003.31,,,,,,,,,,,,
16-3-37,134,48372.29,68905.04,true,,,2,147,0,0,1,0,3,Daily1,Yes
16-4-16,134,48492.61,66663.97,,,,,,,,,,,,
16-4-17,134,48800.46,66666.84,,true,0,,,,,,,,,
16-4-18,134,48802.62,66404.57,,,,,,,,,,,,
16-4-19,134,48891.3,66223.61,true,,,2,12,0,0,1,0,3,Daily1,Yes
16-4-6,134,47173.33,66651.57,,,,,,,,,,,,
16-4-7,134,47595.56,66655.69,,true,0,,,,,,,,,
16-4-8,134,48049.61,66660.16,,,,,,,,,,,,
16-4-9,134,48176.84,66662.04,true,,,2,152,0,0,1,0,3,Daily1,Yes
17-1-10,134,40760.9,66296.57,,,,,,,,,,,,
17-1-11,134,40763.94,66696.91,,,,,,,,,,,,
17-1-12,134,40766.12,66849.82,true,,,2,13,0,0,1,0,3,Daily1,Yes
17-1-19,134,40767.17,67097.26,,,,,,,,,,,,
17-1-20,134,40771.12,67423.12,true,,,2,51,0,0,1,0,3,Daily1,Yes
17-1-21,134,41028.25,67306.7,,,,,,,,,,,,
17-1-22,134,41253.74,67262.02,true,true,0,2,25,0,0,1,0,3,Daily1,Yes
17-1-24,134,40776.21,67901.08,,true,0,,,,,,,,,
17-1-25,134,40775.92,68159.11,true,,,2,43,0,0,1,0,3,Daily1,Yes
17-1-30,134,40780.09,68394.4,,,,,,,,,,,,
17-1-31,134,40780.09,68507.21,true,,,2,24,0,0,1,0,3,Daily1,Yes
17-1-35,134,40754.98,66236.73,,,,,,,,,,,,
17-1-36,134,40759.7,66738.23,,,,,,,,,,,,
17-1-37,134,40762.26,67049.23,,,,,,,,,,,,
17-1-38,134,40761.11,67388.39,,,,,,,,,,,,
17-1-39,134,40746.28,67397.95,,,,,,,,,,,,
17-1-39.1,134,40756.48,67915.85,,,,,,,,,,,,
17-1-40,134,40747.52,67930.19,,,,,,,,,,,,
17-1-41,134,40748.79,68233.42,,,,,,,,,,,,
17-1-42,134,40754.9,68724.89,true,,,2,8,0,0,1,0,3,Daily1,Yes
17-1-9,134,40761.92,66448.78,true,,,2,49,0,0,1,0,3,Daily1,Yes
17-2-24,134,40482.19,70099.73,true,,,2,349,0,0,1,0,3,Daily1,Yes
17-2-25,134,40793.31,70097.55,true,,,2,13,0,0,1,0,3,Daily1,Yes
17-2-26,134,41280.31,70088.53,,,,,,,,,,,,
17-2-27,134,41450.82,70086.36,true,,,2,8,0,0,1,0,3,Daily1,Yes
17-2-29,134,41585.82,70084.15,,,,,,,,,,,,
17-2-30,134,40788.81,69439.79,true,,,2,4,0,0,1,0,3,Daily1,Yes
17-2-31,134,40952.15,69438.25,true,,,2,228,0,0,1,0,3,Daily1,Yes
17-2-37,134,40948.83,69088.43,true,,,2,50,0,0,1,0,3,Daily1,Yes
17-2-38,134,41077.6,69087.18,,,,,,,,,,,,
17-2-39,134,41474.39,69084.41,,,,,,,,,,,,
17-2-43,134,40784.55,69015,true,true,0,2,67,0,0,1,0,3,Daily1,Yes
17-2-44,134,40784.06,68896.69,,true,0,,,,,,,,,
17-2-45,134,40795.89,70594.78,,,,,,,,,,,,
17-2-46,134,40796.28,70740.83,true,,,2,95,0,0,1,0,3,Commercial1,Yes
17-2-48,134,40797.35,71049.42,,,,,,,,,,,,
17-2-49,134,40797.9,71500.76,,,,,,,,,,,,
17-2-50,134,40758.05,69014.43,,,,,,,,,,,,
17-2-53,134,40762.2,69727.16,,,,,,,,,,,,
17-2-53.2,134,40761.17,69222.35,,,,,,,,,,,,
17-2-54,134,40765.2,70229.44,,,,,,,,,,,,
17-2-55,134,40766.85,70734.53,,true,0,,,,,,,,,
17-2-56,134,40769.12,71229.02,,,,,,,,,,,,
17-2-57,134,40769.13,71521.32,,,,,,,,,,,,
17-3-1,134,41776.22,69082.85,,,,,,,,,,,,
17-3-2,134,42089.59,69080.46,true,,,2,15,0,0,1,0,3,Daily1,Yes
17-3-32,134,41831.6,70080.66,true,,,2,32,0,0,1,0,3,Daily1,Yes
17-3-35,134,42036.19,70077.35,,,,,,,,,,,,
17-3-36,134,42478.6,70069.44,,,,,,,,,,,,
17-3-37,134,42843.23,70063.5,,true,0,,,,,,,,,
17-3-38,134,43188.49,70058.23,,,,,,,,,,,,
17-3-39,134,43587.81,70053.15,true,,,2,12,0,0,1,0,3,Daily1,Yes
17-3-4,134,42087.2,68830.25,,true,0,,,,,,,,,
17-3-41,134,43939.12,70046.76,true,,,2,137,0,0,1,0,3,Daily1,Yes
17-3-44,134,43935.11,69696.55,,,,,,,,,,,,
17-3-45,134,43930.68,69342.63,,,,,,,,,,,,
17-3-46,134,43924.17,68996.2,,,,,,,,,,,,
17-4-1,134,41617.95,67190.67,true,true,0,2,37,0,0,1,0,3,Daily1,Yes
17-4-10,134,42357.8,66851.85,true,,,2,47,0,0,1,0,3,Daily1,Yes
17-4-22,134,42639.61,66851.57,true,,,2,268,0,0,1,0,3,Daily1,Yes
17-4-24,134,42878.11,66850.79,true,,,2,140,0,0,1,0,3,Daily1,Yes
17-4-36,134,43150.79,66849.82,,,,,,,,,,,,
17-4-37,134,43662.1,66847.4,,,,,,,,,,,,
17-4-38,134,43663.69,66813.37,,true,0,,,,,,,,,
17-4-39,134,43895,66749.22,,,,,,,,,,,,
17-4-40,134,43894.73,66676.59,true,,,2,108,0,0,1,0,3,Daily1,Yes
17-4-41,134,43888.32,66126.68,,true,0,,,,,,,,,
17-4-46,134,43900.77,66716.85,,,,,,,,,,,,
17-4-47,134,43899.63,67094.65,,,,,,,,,,,,
17-4-48,134,43904.12,67447,,,,,,,,,,,,
17-4-49,134,43909.46,67844.08,true,,,2,120,0,0,1,0,3,Daily1,Yes
17-4-52,134,43914.73,68245.58,,,,,,,,,,,,
17-4-53,134,43920.16,68643.28,,true,0,,,,,,,,,
17-4-57,134,42367.22,68629.08,true,,,2,5,0,0,1,0,3,Daily1,Yes
17-4-60,134,42432.89,68325.09,true,,,2,118,0,0,1,0,3,Daily1,Yes
17-4-7,134,41797.02,66852.49,,,,,,,,,,,,
17-4-9,134,42188.08,66852.52,,,,,,,,,,,,
1N-2-101,134,29846.18,81560.39,,,,,,,,,,,,
1N-2-102,134,29847.49,81713.66,,,,,,,,,,,,
1N-2-103,134,29865.71,81713.14,true,,,2,48,0,0,1,0,3,Daily1,Yes
1N-2-104,134,30229.62,81706.74,true,,,2,26,0,0,1,0,3,Daily1,Yes
1N-2-105,134,30521.86,81702.21,,,,,,,,,,,,
1N-2-106,134,30542.31,81708.58,,,,,,,,,,,,
1N-2-106.1,134,30546.01,81704.07,,,,,,,,,,,,
1N-2-106.2,134,30861.53,81813.801,false,true,0,,,,,,,,,
1N-2-22,134,29815.31,81552.932,true,,,2,8,0,0,1,0,3,Daily1,Yes
1N-2-24,134,29846.53,81504.17,,,,,,,,,,,,
1N-2-25,134,29867.21,81307.85,,,,,,,,,,,,
1N-2-26,134,29878.11,81304.77,,,,,,,,,,,,
1N-2-27,134,30059.14,81396.79,,,,,,,,,,,,
1N-2-28,134,30639.05,81516.65,,,,,,,,,,,,
1N-2-29,134,30878.26,81539.95,,true,0,,,,,,,,,
1N-2-30,134,31070.76,81554.34,,true,0,,,,,,,,,
1N-2-54,134,30879.66,81805.321,false,true,0,,,,,,,,,
1N-2-55,134,31027.96,81761.18,true,,,2,0,0,0,1,0,3,Commercial1,Yes
1N-2-CV1,134,29787.8,81556.042,,true,0,,,,,,,,,
1N-2-CV2,134,29088.842,81544.632,,true,0,,,,,,,,,
1N-3-10,134,32598.16,82069.37,,,,,,,,,,,,
1N-3-11,134,33045.81,82029.38,,,,,,,,,,,,
1N-3-12,134,33368.43,82001.32,,,,,,,,,,,,
1N-3-13,134,31214.09,81793.43,true,,,2,3,0,0,1,0,3,Daily1,Yes
1N-3-16,134,31449.11,81833.74,true,true,0,2,13,0,0,1,0,3,Daily1,Yes
1N-3-20,134,31832.98,82037.06,,,,,,,,,,,,
1N-3-21,134,32037.53,82101.11,,,,,,,,,,,,
1N-3-24,134,32240.12,82107,true,,,2,20,0,0,1,0,3,Daily1,Yes
1N-3-27,134,32604.1,82075,,true,0,,,,,,,,,
1N-3-28,134,33053.26,82036.11,true,,,2,0,0,0,1,0,3,Daily1,Yes
1N-3-29,134,33374.36,82007.65,,,,,,,,,,,,
1N-3-5,134,31430.34,81654.18,,true,0,,,,,,,,,
1N-3-6,134,31431.67,81816.6,,,,,,,,,,,,
1N-3-6.1,134,31451.185,81827.25,,,,,,,,,,,,
1N-3-7,134,31826.815,82028.96,,true,0,,,,,,,,,
1N-3-8,134,32031.29,82094.08,,,,,,,,,,,,
1N-3-9,134,32222.72,82100.98,,true,0,,,,,,,,,
1S-2-23,134,60155.37,49754.89,,,,,,,,,,,,
1S-2-24,134,60174.41,49705.09,true,true,0,2,26,0,0,1,0,3,Daily1,Yes
1S-2-36,134,60180.18,49688.54,true,,,2,18,0,0,1,0,3,Daily1,Yes
1S-2-37,134,60300.1,49382.77,,,,,,,,,,,,
1S-2-38,134,60446.38,49011.78,,,,,,,,,,,,
1S-2-39,134,60492.36,48892.97,true,,,2,274,0,0,1,0,3,Daily1,Yes
2-3-60,134,60036.01,50051.67,,,,,,,,,,,,
20-2-1,134,40730.11,63739.06,,,,,,,,,,,,
20-2-10,134,40819.45,63487.99,,,,,,,,,,,,
20-2-11,134,40732.97,63506.27,true,,,2,36,0,0,1,0,3,Daily1,Yes
20-2-12,134,40732.63,63526.36,,,,,,,,,,,,
20-2-13,134,40736.74,63901.37,,,,,,,,,,,,
20-2-14,134,40740.84,64297.33,,,,,,,,,,,,
20-2-15,134,40744.69,64699.83,,,,,,,,,,,,
20-2-16,134,40748.71,65099.71,,,,,,,,,,,,
20-2-17,134,40752.99,65499.2,,,,,,,,,,,,
20-2-18,134,40756.9,65898.6,,,,,,,,,,,,
20-2-2,134,40735.38,64237.6,,,,,,,,,,,,
20-2-23,134,40758.51,65982.4,true,,,2,32,0,0,1,0,3,Daily1,Yes
20-2-3,134,40741.29,64737.3,,true,0,,,,,,,,,
20-2-4,134,40745.84,65240.2,,,,,,,,,,,,
20-2-5,134,40751.96,65743.7,,,,,,,,,,,,
20-2-6,134,42067.9,63502.95,,,,,,,,,,,,
20-2-7,134,41735.92,63505.81,,true,0,,,,,,,,,
20-2-8,134,41573.67,63486.17,,,,,,,,,,,,
20-2-9,134,41222.65,63486.72,true,,,2,5,0,0,1,0,3,Daily1,Yes
20-3-36,134,43886.99,66047.42,true,true,0,2,49,0,0,1,0,3,Daily1,Yes
20-3-39,134,43881.84,65669.81,true,true,0,2,16,0,0,1,0,3,Daily1,Yes
20-3-42,134,43881.58,65596.67,,true,0,,,,,,,,,
20-3-43,134,43879.85,65412.69,,true,0,,,,,,,,,
20-3-43.1,134,43875.08,65051.47,,true,0,,,,,,,,,
20-3-44,134,44088.79,65411.18,true,,,2,21,0,0,1,0,3,Daily1,Yes
20-3-48,134,43870.3,64682.3,true,,,2,145,0,0,1,0,3,Daily1,Yes
20-3-68,134,43875.27,64979.13,true,true,0,2,6,0,0,1,0,3,Daily1,Yes
20-4-15,134,41693.11,62046.66,true,,,2,565,0,0,1,0,3,Daily1,Yes
20-4-32,134,41643.68,62216.57,,,,,,,,,,,,
20-4-32.1,134,41640.63,62199.39,,,,,,,,,,,,
20-4-33,134,41549.81,62388.98,,,,,,,,,,,,
20-4-34,134,41545.18,62553.52,,true,0,,,,,,,,,
20-4-35,134,41144.16,62561.2,true,,,2,0,0,0,1,0,3,Daily1,Yes
20-4-36,134,40807.95,62566.56,true,,,2,9,0,0,1,0,3,Daily1,Yes
20-4-37,134,40813.15,62680.49,true,,,2,0,0,0,1,0,3,Commercial1,Yes
20-4-38,134,40605.07,62754.22,,,,,,,,,,,,
20-4-39,134,40606.1,63207.65,,,,,,,,,,,,
20-4-40,134,40724.75,63274.93,,,,,,,,,,,,
20-4-41,134,42054.08,62219.71,true,,,2,0,0,0,1,0,3,Daily1,Yes
20-4-42,134,42204.81,62518.92,,,,,,,,,,,,
20-4-43,134,42195.2,62623.67,true,,,2,112,0,0,1,0,3,Daily1,Yes
20-4-44,134,42697.62,62616.37,,,,,,,,,,,,
20-4-45,134,42837.59,62610.5,,,,,,,,,,,,
20-4-46,134,43027.37,62633.82,true,,,2,93,0,0,1,0,3,Daily1,Yes
20-4-47,134,43400.56,62623.62,true,,,2,0,0,0,1,0,3,Daily1,Yes
20-4-48,134,43843.88,62626.34,,,,,,,,,,,,
20-4-48.1,134,43841.37,62343.8,true,,,2,5,0,0,1,0,3,Daily1,Yes
20-4-49,134,43849.84,62626.71,,,,,,,,,,,,
20-4-50,134,43856,62924.1,,,,,,,,,,,,
20-4-51,134,44173.3,62935.61,true,true,0,2,118,0,0,1,0,3,Daily1,Yes
20-4-53,134,43838.99,62260.23,,,,,,,,,,,,
20-4-53.1,134,43839.17,62174.83,true,,,2,128,0,0,1,0,3,Daily1,Yes
20-4-54,134,43834.76,61905.01,,,,,,,,,,,,
20-4-55,134,43830.54,61561.33,true,,,2,4,0,0,1,0,3,Daily1,Yes
20-4-55.1,134,44160.64,61518.71,false,,,,,,,,,,,
20-4-55.2,134,44226.91,61509.83,,,,,,,,,,,,
20-4-56,134,43829.51,61498.26,,,,,,,,,,,,
20-4-57,134,43816.96,61487.77,,,,,,,,,,,,
20-4-57.1,134,43810.69,61454,,,,,,,,,,,,
20-4-58,134,43764.56,61226.34,true,,,2,57,0,0,1,0,3,Daily1,Yes
20-4-59,134,43751.29,61161.86,,,,,,,,,,,,
20-4-60,134,41697.4,62052.46,,,,,,,,,,,,
20-4-61,134,41744.34,61751.43,,,,,,,,,,,,
20-4-62,134,41842.97,61599.81,,,,,,,,,,,,
20-4-63,134,42065.81,61204.6,,,,,,,,,,,,
20-4-64,134,42250.07,61014.52,,,,,,,,,,,,
20-4-65,134,42389.67,60959.28,true,,,2,87,0,0,1,0,3,Commercial1,Yes
20-4-69,134,43298.14,62627.46,,true,0,,,,,,,,,
21-1-1,134,44708.61,61446.75,,,,,,,,,,,,
21-1-2,134,44912.31,61379.72,true,true,0,2,77,0,0,1,0,3,Commercial1,Yes
21-1-25,134,44419.72,62864.49,true,true,0,,,,,,,,,
21-1-26,134,44548.86,62912.64,,true,0,,,,,,,,,
21-1-27,134,45006.22,62959.47,,true,0,,,,,,,,,
21-1-28,134,45362.75,62977.63,true,true,0,2,53,0,0,1,0,3,Daily1,Yes
21-1-3,134,45071.73,61357.01,true,true,0,2,316,0,0,1,0,3,Daily1,Yes
21-1-39,134,45650.67,62980.56,true,,,2,53,0,0,1,0,3,Daily1,Yes
21-1-51,134,45687.31,62981.52,true,true,0,2,3,0,0,1,0,3,Daily1,Yes
21-1-53,134,45931.06,62978.09,true,,,2,26,0,0,1,0,3,Daily1,Yes
21-1-53.1,134,45991.75,62977.31,,,,,,,,,,,,
21-1-57,134,45989.01,62987.05,,,,,,,,,,,,
21-1-58,134,46208.95,62986.34,true,,,2,57,0,0,1,0,3,Daily1,Yes
21-1-63,134,46203.17,62976.61,,,,,,,,,,,,
21-1-64,134,46403.43,62975.66,,,,,,,,,,,,
21-1-65,134,46518.53,62974.95,,,,,,,,,,,,
21-1-66,134,46187.16,62708.44,,,,,,,,,,,,
21-1-67,134,46163.09,62403.76,,,,,,,,,,,,
21-1-68,134,46239.63,62297.22,true,,,2,6,0,0,1,0,3,Daily1,Yes
21-1-70,134,46339.93,62384.82,,true,0,,,,,,,,,
21-1-71,134,46430.83,62282.28,,,,,,,,,,,,
21-1-72,134,46566.22,62276.72,true,,,2,7,0,0,1,0,3,Daily1,Yes
