Name,ID,X,Y,Sewer inputs,DWF enabled,Method,Units,Flow rate,Area,Density,Peaking factor,Winter water use,Landuse,Pattern,Pattern resolved
29-3-52,134,42438.75,60802.5,,,,,,,,,,,,
29-3-63,134,43413.12,59325.19,,true,0,,,,,,,,,
29-3-65,134,43430.36,59303.06,,true,0,,,,,,,,,
29-3-66,134,43469.98,59274.07,true,true,0,2,35,0,0,1,0,3,Daily1,Yes
29-3-67,134,43698.44,59159.47,,true,0,,,,,,,,,
29-3-68,134,43838.44,59118.29,true,true,0,2,26,0,0,1,0,3,Daily1,Yes
29-3-69,134,43946.83,59086.6,,true,0,,,,,,,,,
29-3-7,134,43133.9,58970.91,,,,,,,,,,,,
29-3-70,134,44105.65,59026.08,true,true,0,2,143,0,0,1,0,3,Daily1,Yes
29-3-8,134,43207.63,59088.36,true,,,2,144,0,0,1,0,3,Daily1,Yes
29-4-20,134,41654.78,57010.05,true,,,2,101,0,0,1,0,3,Daily1,Yes
29-4-21,134,42000.13,57011.78,,,,,,,,,,,,
29-4-22,134,42348.65,57014.08,,,,,,,,,,,,
29-4-23,134,42650.77,57015.92,,,,,,,,,,,,
29-4-24,134,42942.99,57017.14,,,,,,,,,,,,
29-4-25,134,42958.66,56842.34,true,,,2,6,0,0,1,0,3,Commercial1,Yes
29-4-26,134,43127.14,56841.54,,,,,,,,,,,,
29-4-27,134,43127.02,56338.07,,,,,,,,,,,,
29-4-28,134,43124.95,56103.02,,,,,,,,,,,,
29-4-29,134,43103,56091.66,,,,,,,,,,,,
29-4-30,134,43101.8,55801.99,,,,,,,,,,,,
29-4-31,134,41659.12,57541.53,,,,,,,,,,,,
29-4-32,134,41662.51,57838.15,,,,,,,,,,,,
29-4-33,134,41665.6,58149.61,,true,0,,,,,,,,,
29-4-34,134,42017.04,58160.07,,true,0,,,,,,,,,
29-4-35,134,42042.51,58212.69,,true,0,,,,,,,,,
29-4-36,134,42263.85,58118.42,,,,,,,,,,,,
29-4-37,134,42311.33,58274.14,,,,,,,,,,,,
29-4-37.1,134,42342.66,58278.35,,,,,,,,,,,,
29-4-37.2,134,42411.99,58242.79,,,,,,,,,,,,
29-4-37.3,134,42472.6,58223.84,,,,,,,,,,,,
29-4-38,134,42531.79,58177.74,,,,,,,,,,,,
29-4-39,134,42718.02,58170.32,true,,,2,38,0,0,1,0,3,Daily1,Yes
29-4-40,134,42712.5,58150.38,false,true,0,,,,,,,,,
29-4-40.1,134,42718.72,58156.31,,true,0,,,,,,,,,
29-4-40A,134,42713.254,58153.203,,true,0,,,,,,,,,
29-4-41,134,42661.65,57977.92,,,,,,,,,,,,
29-4-42,134,42643.94,57820.58,,,,,,,,,,,,
29-4-43,134,42617.77,57800.55,,true,0,,,,,,,,,
29-4-44,134,42616.8,57685.02,,,,,,,,,,,,
29-4-45,134,42679.17,57443.6,,,,,,,,,,,,
29-4-46,134,42728.19,57175.04,,,,,,,,,,,,
29-4-47,134,42729.62,57022.15,,,,,,,,,,,,
29-4-48,134,42949.1,57021.04,,,,,,,,,,,,
29-4-49,134,42959.49,56852.06,,,,,,,,,,,,
29-4-50,134,43037.38,56851.11,,,,,,,,,,,,
29-4-51,134,43033.75,56572.92,,,,,,,,,,,,
29-4-52,134,43130.83,56570.27,,,,,,,,,,,,
29-4-53,134,43132.62,56393.44,,,,,,,,,,,,
29-4-54,134,43135.44,56142.26,true,,,2,0,0,0,1,0,3,Commercial1,Yes
29-4-55,134,43132.48,56088.93,,,,,,,,,,,,
29-4-56,134,43112.76,56074.65,,,,,,,,,,,,
29-4-57,134,43106.55,55811.23,,,,,,,,,,,,
29-4-58,134,43104.66,55535.11,true,,,2,77,0,0,1,0,3,Commercial1,Yes
3-1-117,134,49542.35,44888.41,true,true,0,2,182,0,0,1,0,3,Daily1,Yes
3-1-118,134,49582.57,44887.35,true,,,2,36,0,0,1,0,3,Daily1,Yes
3-1-119,134,49979.86,44888.3,,,,,,,,,,,,
3-1-119.1,134,50041.76,44888.24,true,,,2,204,0,0,1,0,3,Commercial1,Yes
3-1-120,134,50374.62,44884.87,,,,,,,,,,,,
3-1-121,134,50394.29,44894.22,,,,,,,,,,,,
3-1-13,134,50782.27,44893.86,,,,,,,,,,,,
3-1-13.1,134,51190.47,44892.27,,,,,,,,,,,,
3-1-14,134,51284.74,44871.24,true,,,2,9,0,0,1,0,3,Daily1,Yes
3-1-30,134,49685.82,46539.81,true,,,2,156,0,0,1,0,3,Daily1,Yes
3-1-32,134,49747.95,46539.31,,true,0,,,,,,,,,
3-1-33,134,50051.39,46604.41,,,,,,,,,,,,
3-1-34,134,50106.99,46616.23,true,true,0,2,10,0,0,1,0,3,Daily1,Yes
3-1-37,134,50391.07,46677.62,true,,,2,10,0,0,1,0,3,Daily1,Yes
3-1-39,134,50627.94,46728.68,,,,,,,,,,,,
3-1-40,134,50677.62,46718.12,true,,,2,14,0,0,1,0,3,Daily1,Yes
3-1-42,134,50962.68,46660.8,true,,,2,26,0,0,1,0,3,Daily1,Yes
3-1-46,134,51066.69,46639.28,,,,,,,,,,,,
3-1-47,134,51209.36,46606.1,true,true,0,2,15,0,0,1,0,3,Daily1,Yes
3-1-48,134,51294.03,46585.26,true,,,2,98,0,0,1,0,3,Daily1,Yes
3-1-70,134,51472.27,46540.03,true,,,2,13,0,0,1,0,3,Daily1,Yes
3-1-72,134,51711.12,46461.18,true,,,2,18,0,0,1,0,3,Daily1,Yes
3-1-75,134,51857.6,46413.45,,,,,,,,,,,,
3-1-76,134,51959.2,46377.37,true,,,2,20,0,0,1,0,3,Daily1,Yes
3-2-13,134,50312.96,48244.97,,,,,,,,,,,,
3-2-14,134,50740.19,48012.51,,,,,,,,,,,,
3-2-15,134,50957.54,48028.45,true,,,2,21,0,0,1,0,3,Daily1,Yes
3-2-19,134,51285.94,47901.37,true,,,2,32,0,0,1,0,3,Daily1,Yes
3-2-21,134,51513.21,47877.49,true,,,2,19,0,0,1,0,3,Daily1,Yes
3-2-23,134,51845.61,47840.49,,,,,,,,,,,,
3-2-5,134,49708.05,48254.61,true,,,2,12,0,0,1,0,3,Daily1,Yes
3-2-6,134,49978.8,48250.17,true,,,2,152,0,0,1,0,3,Daily1,Yes
3-3-1,134,52156.15,47769.91,,,,,,,,,,,,
3-3-2,134,52241.5,47714.4,true,,,2,83,0,0,1,0,3,Daily1,Yes
3-3-3,134,52355.25,47628.53,true,,,2,13,0,0,1,0,3,Daily1,Yes
3-3-4,134,52472.55,47542.46,,,,,,,,,,,,
3-4-28,134,52285.06,46261.35,true,,,2,164,0,0,1,0,3,Daily1,Yes
3-4-28.1,134,52241.29,46277.56,,,,,,,,,,,,
3-4-29,134,52619.32,46142.73,,,,,,,,,,,,
3-4-30,134,52995.9,46009.58,,,,,,,,,,,,
3-4-31,134,53419.59,45859.25,,,,,,,,,,,,
3-4-32,134,53761.14,45737.72,true,,,2,4,0,0,1,0,3,Daily1,Yes
3-4-34,134,53826.45,45714.51,true,,,2,275,0,0,1,0,3,Daily1,Yes
3-4-84,134,53441.74,47219.58,true,,,2,138,0,0,1,0,3,Daily1,Yes
3-4-90,134,53159.86,47219.28,true,,,2,10,0,0,1,0,3,Daily1,Yes
3-4-92,134,52861.06,47298.43,true,,,2,13,0,0,1,0,3,Daily1,Yes
3-4-94,134,52661.3,47404.91,true,,,2,111,0,0,1,0,3,Daily1,Yes
3-4-95,134,52632.62,47424.88,true,,,2,12,0,0,1,0,3,Daily1,Yes
32-3-1,134,43100.41,55517.57,,,,,,,,,,,,
32-3-13,134,43088.35,53149.79,,,,,,,,,,,,
32-3-14,134,43106.67,55490.78,true,,,2,0,0,0,1,0,3,Commercial1,Yes
32-3-15,134,43102.13,54966.02,,,,,,,,,,,,
32-3-16,134,43099.96,54441.62,true,,,2,382,0,0,1,0,3,Daily1,Yes
32-3-2,134,43098.57,55153.66,,,,,,,,,,,,
32-3-20,134,43099.39,54278.89,true,,,2,11,0,0,1,0,3,Daily1,Yes
32-3-22,134,43098.88,53976.52,true,,,2,12,0,0,1,0,3,Daily1,Yes
32-3-24,134,43098.1,53903.23,,,,,,,,,,,,
32-3-25,134,43096.92,53654.31,true,,,2,9,0,0,1,0,3,Daily1,Yes
32-3-27,134,43096.35,53549.86,,,,,,,,,,,,
32-3-28,134,43094.99,53405.4,,,,,,,,,,,,
32-3-29,134,43091.87,53197.32,,,,,,,,,,,,
32-3-29.1,134,43093.56,53025.66,true,,,2,46,0,0,1,0,3,Daily1,Yes
32-3-3,134,43096.95,54754.91,,,,,,,,,,,,
32-3-31,134,43092.56,52902.92,true,,,2,47,0,0,1,0,3,Daily1,Yes
32-3-4,134,43095.17,54436.31,,,,,,,,,,,,
32-3-5,134,43094.4,54354.91,,,,,,,,,,,,
32-3-6,134,43092.89,53955.53,,,,,,,,,,,,
32-3-7,134,43091.22,53653.99,,,,,,,,,,,,
32-3-8,134,43091.21,53553.68,,true,0,,,,,,,,,
32-3-9,134,43090.03,53423.38,true,,,2,46,0,0,1,0,3,Daily1,Yes
32-4-1,134,43070.04,50253.63,,,,,,,,,,,,
32-4-14,134,43249.69,51119.54,,,,,,,,,,,,
32-4-15,134,43079.02,51306.71,,,,,,,,,,,,
32-4-16,134,43081.56,51653.45,,,,,,,,,,,,
32-4-17,134,43083.72,52052.6,true,,,2,42,0,0,1,0,3,Daily1,Yes
32-4-2,134,43069.85,50283.22,,,,,,,,,,,,
32-4-28,134,43085.28,52367.22,,,,,,,,,,,,
32-4-29,134,43091.03,52367.82,,,,,,,,,,,,
32-4-2A,134,43070.075,50303.167,,true,0,,,,,,,,,
32-4-3,134,43070.6,50522.56,,,,,,,,,,,,
32-4-32,134,43087.03,52712.65,,,,,,,,,,,,
32-4-33,134,43086.7,52731.9,,,,,,,,,,,,
32-4-4,134,43094.63,50900.57,,,,,,,,,,,,
32-4-42.1,134,43077.04,50256.32,,,,,,,,,,,,
32-4-43,134,43076.95,50298.44,,,,,,,,,,,,
32-4-44,134,43077.06,50638.65,,,,,,,,,,,,
32-4-45,134,43087.82,50883.06,,,,,,,,,,,,
32-4-46,134,43157.96,50984.28,,,,,,,,,,,,
32-4-47,134,43245.18,51113.31,,,,,,,,,,,,
32-4-48,134,43124.75,51242.12,,,,,,,,,,,,
32-4-49,134,43102.2,51319.4,,,,,,,,,,,,
32-4-5,134,43260.53,51108.28,true,,,2,115,0,0,1,0,3,Daily1,Yes
32-4-50,134,43086.67,51665.26,,,,,,,,,,,,
32-4-51,134,43090.62,52019.96,,,,,,,,,,,,
32-4-52,134,44086.96,52359.01,,true,0,,,,,,,,,
32-4-53,134,44059.15,52321.83,,,,,,,,,,,,
32-4-54,134,43820.89,52332.47,,,,,,,,,,,,
32-4-55,134,43484.38,52331.56,,,,,,,,,,,,
32-4-56,134,43263.45,52331.56,,,,,,,,,,,,
32-4-57,134,43090.93,52330.3,true,,,2,30,0,0,1,0,3,Daily1,Yes
33-1-113,134,44301.03,52854.05,,,,,,,,,,,,
33-1-114,134,44461.21,52859.94,,,,,,,,,,,,
33-1-3,134,44283.4,51365.07,true,,,2,197,0,0,1,0,3,Daily1,Yes
33-1-49,134,44286.1,51709.36,,,,,,,,,,,,
33-1-50,134,44287.97,52004.52,true,,,2,70,0,0,1,0,3,Daily1,Yes
33-1-72,134,44289.04,52060.18,,,,,,,,,,,,
33-1-73,134,44290.42,52358.46,,,,,,,,,,,,
33-1-74,134,44290.88,52368.4,,,,,,,,,,,,
33-1-75,134,44295.3,52587.69,true,,,2,62,0,0,1,0,3,Daily1,Yes
33-2-45,134,44462.3,53024.95,true,,,2,168,0,0,1,0,3,Daily1,Yes
33-3-3,134,47517.4,54327.84,true,,,2,253,0,0,1,0,3,Daily1,Yes
33-3-34,134,47612.93,55250.04,,,,,,,,,,,,
33-3-35,134,47609.47,55019.64,true,true,0,2,16,0,0,1,0,3,Daily1,Yes
33-3-36,134,47611.45,54648.21,,,,,,,,,,,,
33-3-36.1,134,47531.17,54379.64,,,,,,,,,,,,
33-3-37,134,47916.22,54224.78,true,true,0,2,51,0,0,1,0,3,Daily1,Yes
33-3-50,134,48598.58,55391.7,,true,0,,,,,,,,,
33-3-51,134,49001.88,55140.63,true,,,2,76,0,0,1,0,3,Daily1,Yes
33-3-51.1,134,49350.93,54953.46,,,,,,,,,,,,
33-3-51.2,134,49561.16,55005.1,,,,,,,,,,,,
33-3-60,134,47901.42,53880.99,,true,0,,,,,,,,,
33-3-61,134,47889.33,53795.73,,true,0,,,,,,,,,
33-3-62,134,47836.65,53692.84,true,true,0,2,29,0,0,1,0,3,Daily1,Yes
33-3-63,134,48042.09,53592.48,,true,0,,,,,,,,,
33-3-64,134,48080.65,53449.58,,,,,,,,,,,,
33-3-65,134,48077.9,53127.57,,true,0,,,,,,,,,
33-4-106,134,48058.87,52813.51,true,true,0,2,62,0,0,1,0,3,Daily1,Yes
33-4-63,134,47952.8,52515.09,true,true,0,2,140,0,0,1,0,3,Daily1,Yes
33-4-64,134,48223.83,52515.63,,true,0,,,,,,,,,
33-4-65,134,48341.45,52515.27,,true,0,,,,,,,,,
33-4-66,134,48405.48,52385.8,,true,0,,,,,,,,,
33-4-67,134,48476.87,52373.26,true,,,2,53,0,0,1,0,3,Daily1,Yes
33-4-77,134,48787.66,52321.97,,,,,,,,,,,,
33-4-78,134,48942.3,52284.29,,,,,,,,,,,,
33-4-79,134,49261.13,52306.48,true,true,0,2,31,0,0,1,0,3,Daily1,Yes
33-4-90,134,49339.76,52311.82,,,,,,,,,,,,
33-4-91,134,49436.84,52218.48,,true,0,,,,,,,,,
33-4-92,134,48051.29,52699.36,true,true,0,2,7,0,0,1,0,3,Daily1,Yes
34-1-19,134,49550.13,51888.13,true,,,2,97,0,0,1,0,3,Daily1,Yes
34-1-20,134,49684.44,51908.03,,,,,,,,,,,,
34-1-21,134,50032.63,51947.35,,,,,,,,,,,,
34-1-22,134,50065.69,51949.75,true,,,2,17,0,0,1,0,3,Daily1,Yes
34-1-23,134,50154.51,51815.51,,,,,,,,,,,,
34-1-24,134,50324.78,51812.43,,,,,,,,,,,,
34-1-25,134,50456.62,51510.38,,,,,,,,,,,,
34-1-26,134,50784.53,51506.22,true,,,2,239,0,0,1,0,3,Daily1,Yes
34-2-10,134,51461.57,52824.59,,,,,,,,,,,,
34-2-11,134,51537.99,52823.11,true,,,2,195,0,0,1,0,3,Daily1,Yes
34-2-12,134,51670.88,52821.23,true,true,0,2,13,0,0,1,0,3,Daily1,Yes
34-2-13,134,51862.65,52820.13,,,,,,,,,,,,
34-2-14,134,51997.17,52818.36,true,,,2,24,0,0,1,0,3,Daily1,Yes
34-2-15,134,49831.88,53515.94,,,,,,,,,,,,
34-2-16,134,49847.47,53813.35,,true,0,,,,,,,,,
34-2-17,134,49863.1,54113.28,,,,,,,,,,,,
34-2-18,134,49880.66,54446.55,true,,,2,41,0,0,1,0,3,Daily1,Yes
34-2-18.1,134,49870.63,54572.68,,true,0,,,,,,,,,
34-2-19,134,49852.54,54810.17,,true,0,,,,,,,,,
34-2-20,134,49937.21,54868,,,,,,,,,,,,
34-2-21,134,50118.16,54803.78,,,,,,,,,,,,
34-2-22,134,50423.88,54737.13,true,,,2,162,0,0,1,0,3,Daily1,Yes
34-2-23,134,50424.38,54450.67,,,,,,,,,,,,
34-2-24,134,50480.68,54386.81,true,,,2,36,0,0,1,0,3,Daily1,Yes
34-2-31,134,50768.32,54284.54,true,,,2,17,0,0,1,0,3,Daily1,Yes
34-2-35,134,50843.89,54257.89,,,,,,,,,,,,
34-2-36,134,51049.5,54184.87,true,,,2,8,0,0,1,0,3,Daily1,Yes
34-2-39,134,51220.65,54123.86,,,,,,,,,,,,
34-2-4,134,49815.67,53188.58,true,,,2,10,0,0,1,0,3,Daily1,Yes
34-2-40,134,51547.99,54013.45,true,,,2,25,0,0,1,0,3,Daily1,Yes
34-2-41,134,51658.23,53972.55,,,,,,,,,,,,
34-2-49,134,51937.62,53870.74,,,,,,,,,,,,
34-2-5,134,50027.31,53027.32,,,,,,,,,,,,
34-2-6,134,50278.99,52839.6,true,,,2,6,0,0,1,0,3,Daily1,Yes
34-2-7,134,50366.74,52835.48,true,,,2,13,0,0,1,0,3,Daily1,Yes
34-2-73,134,51233.27,52826.12,true,,,2,8,0,0,1,0,3,Daily1,Yes
34-2-75,134,50701.55,52832.21,true,,,2,6,0,0,1,0,3,Daily1,Yes
34-2-8,134,50662.32,52832.83,,,,,,,,,,,,
34-2-9,134,51061.67,52828.08,,,,,,,,,,,,
34-2-9.1,134,51319.45,52825.79,true,,,2,10,0,0,1,0,3,Daily1,Yes
34-3-1,134,52359.41,52815.06,true,,,2,140,0,0,1,0,3,Daily1,Yes
34-3-10,134,52916.35,53494.51,,,,,,,,,,,,
34-3-11,134,53055.53,53464.91,true,,,2,0,0,0,1,0,3,Daily1,Yes
34-3-12,134,53197.78,53377.9,,,,,,,,,,,,
34-3-13,134,53494.63,53199.9,,,,,,,,,,,,
34-3-14,134,53653.02,53197.18,true,,,2,9,0,0,1,0,3,Daily1,Yes
34-3-19,134,53660.49,53269.87,true,,,2,15,0,0,1,0,3,Daily1,Yes
34-3-2,134,52658.21,52811.71,,,,,,,,,,,,
34-3-23,134,54327.39,52957.5,true,true,0,2,15,0,0,1,0,3,Daily1,Yes
34-3-26,134,54465.63,53056.85,,true,0,,,,,,,,,
34-3-26.1,134,54565.52,52909.14,,true,0,,,,,,,,,
34-3-28,134,53677.21,53459.7,,,,,,,,,,,,
34-3-29,134,53742.99,53600.24,true,,,2,173,0,0,1,0,3,Daily1,Yes
34-3-3,134,52917.62,52809.45,true,,,2,225,0,0,1,0,3,Daily1,Yes
34-3-31,134,53927.9,53508.62,,,,,,,,,,,,
34-3-32,134,54127.68,53462.89,,,,,,,,,,,,
34-3-33,134,54324.75,53438.97,,true,0,,,,,,,,,
34-3-34,134,54531.22,53346.28,,true,0,,,,,,,,,
34-3-35,134,54679.43,53270.93,true,,,2,131,0,0,1,0,3,Daily1,Yes
34-3-37,134,54743.71,53173.44,true,,,2,14,0,0,1,0,3,Daily1,Yes
34-3-7,134,52265.12,53745.97,true,,,2,4,0,0,1,0,3,Daily1,Yes
34-3-8,134,52188.52,53778.71,,,,,,,,,,,,
34-3-87,134,54621.48,55402.04,true,true,0,2,28,0,0,1,0,3,Daily1,Yes
34-3-88,134,54191.53,52869.89,,,,,,,,,,,,
34-3-89,134,53920.35,52800.65,true,,,2,11,0,0,1,0,3,Daily1,Yes
34-3-9,134,52779.64,53610.26,,,,,,,,,,,,
34-3-9.0,134,52538.18,53628.06,true,true,0,2,5,0,0,1,0,3,Daily1,Yes
34-3-90,134,53785.89,52800.86,false,,,,,,,,,,,
34-3-91,134,53766.86,52908.4,,,,,,,,,,,,
34-3-92,134,53721.01,52985.03,,,,,,,,,,,,
34-3-93,134,53667.58,53097.05,,,,,,,,,,,,
34-4-41,134,54056.9,50165.86,,,,,,,,,,,,
34-4-42,134,54071.88,50152.06,true,,,2,228,0,0,1,0,3,Daily1,Yes
34-4-43,134,54207.82,50298.14,,true,0,,,,,,,,,
34-4-44,134,54431.96,50327.58,true,,,2,43,0,0,1,0,3,Daily1,Yes
34-4-46,134,54674.91,50390.24,,,,,,,,,,,,
34-4-47,134,54826.44,50713.65,true,,,2,3,0,0,1,0,3,Daily1,Yes
34-4-49,134,54718.41,50885.59,,,,,,,,,,,,
34-4-50,134,54506.47,51222.89,,,,,,,,,,,,
34-4-51,134,54292.5,51562.04,,,,,,,,,,,,
34-4-52,134,54079.8,51901.94,,,,,,,,,,,,
34-4-53,134,53860.53,52257.74,,,,,,,,,,,,
34-4-54,134,53914.73,52270.04,true,,,2,27,0,0,1,0,3,Daily1,Yes
34-4-59,134,53917.38,52461.35,,,,,,,,,,,,
34-4-64,134,54661.54,52773.37,,,,,,,,,,,,
34-4-64.2,134,54680.36,52697.28,,true,0,,,,,,,,,
34-4-64.3,134,54712.51,52471.22,true,true,0,2,13,0,0,1,0,3,Daily1,Yes
35-1-1,134,54928.65,50552.13,true,,,2,17,0,0,1,0,3,Daily1,Yes
35-1-2,134,55029.23,50579.66,,,,,,,,,,,,
35-1-25.1,134,54945.37,52493.83,true,,,2,75,0,0,1,0,3,Daily1,Yes
35-1-25.2,134,55270.19,52513.8,,,,,,,,,,,,
35-1-25.3,134,55659.34,52515.61,,,,,,,,,,,,
35-1-27,134,55670.13,52508.75,,,,,,,,,,,,
35-1-28,134,55879.72,52477.56,,,,,,,,,,,,
35-1-29,134,55980.69,52434.6,true,,,2,6,0,0,1,0,3,Daily1,Yes
35-1-3,134,55400.52,50421.9,,true,0,,,,,,,,,
35-1-30,134,56034.31,52410.88,,,,,,,,,,,,
35-1-31,134,56280.57,52250.76,true,true,0,2,37,0,0,1,0,3,Daily1,Yes
35-1-35,134,56499.3,52108.27,,true,0,,,,,,,,,
35-1-36,134,56654.21,51721.78,,,,,,,,,,,,
35-1-37,134,56810.61,51247.33,,,,,,,,,,,,
35-1-38,134,56956.9,50802.82,,,,,,,,,,,,
35-1-39,134,56979.96,50516.47,,true,0,,,,,,,,,
35-1-4,134,55613.94,50330.66,,,,,,,,,,,,
35-1-40,134,57016.23,50404.36,,,,,,,,,,,,
35-1-41,134,57015.88,50332.94,true,,,,,,,,,,,
35-1-42,134,57258.79,50324.76,,,,,,,,,,,,
35-1-42.1,134,57461.31,50352.37,true,,,2,36,0,0,1,0,3,Daily1,Yes
35-1-43,134,55469.93,52765.65,,,,,,,,,,,,
35-1-44,134,55724.92,52764.24,,,,,,,,,,,,
35-1-45,134,56002.1,52710.33,,,,,,,,,,,,
35-1-46,134,56106.95,52697.66,,,,,,,,,,,,
35-1-48,134,56138.39,52757.38,true,,,2,2,0,0,1,0,3,Daily1,Yes
35-1-5,134,55732.61,50309.04,true,true,0,2,69,0,0,1,0,3,Daily1,Yes
35-1-6,134,55917.28,50274.93,,,,,,,,,,,,
35-1-7,134,56217.92,50287.19,,,,,,,,,,,,
35-1-8,134,56307.65,50291.14,true,,,2,286,0,0,1,0,3,Daily1,Yes
35-2-1,134,54949.59,53072.37,,,,,,,,,,,,
35-2-2,134,55269.62,53004.36,,,,,,,,,,,,
35-2-36,134,56138.26,52893.21,,,,,,,,,,,,
35-2-37,134,56142.53,53064.44,,,,,,,,,,,,
35-2-38,134,56244.48,53149.36,,,,,,,,,,,,
35-2-39,134,56308.59,53145.48,true,,,2,12,0,0,1,0,3,Daily1,Yes
35-2-42,134,56485.88,53130.8,true,,,2,4,0,0,1,0,3,Daily1,Yes
35-2-44,134,56732.43,53110.11,true,,,2,8,0,0,1,0,3,Daily1,Yes
35-2-46,134,56853.54,53009.97,,,,,,,,,,,,
35-2-47,134,56969.82,52994.98,true,,,2,113,0,0,1,0,3,Daily1,Yes
35-2-49,134,57126.97,53252.47,true,,,2,14,0,0,1,0,3,Daily1,Yes
35-2-55,134,57149.75,53290.12,true,,,2,5,0,0,1,0,3,Daily1,Yes
35-2-57,134,57338.29,53439.73,true,,,2,3,0,0,1,0,3,Daily1,Yes
35-2-59,134,57384.08,53626.81,,,,,,,,,,,,
35-2-60,134,57489.1,53647.91,true,,,2,10,0,0,1,0,3,Daily1,Yes
35-2-68,134,57291.29,55396.67,,true,0,,,,,,,,,
35-2-69,134,56991.3,55398.06,,,,,,,,,,,,
35-2-70,134,56903.72,55398.41,true,,,2,51,0,0,1,0,3,Daily1,Yes
35-2-71,134,56608.62,55399.98,,,,,,,,,,,,
35-2-72,134,56592.44,55400.43,true,true,0,2,24,0,0,1,0,3,Daily1,Yes
35-2-73,134,56192.16,55402.48,true,,,2,21,0,0,1,0,3,Daily1,Yes
35-2-74,134,55907.92,55403.36,,,,,,,,,,,,
35-2-75,134,55375.73,55402.78,,,,,,,,,,,,
35-2-75.1,134,55272.39,55404.15,true,,,2,5,0,0,1,0,3,Daily1,Yes
35-2-76,134,55028.87,55402.12,true,,,2,0,0,0,1,0,3,Daily1,Yes
35-3-106,134,57632.53,55395.12,true,,,2,89,0,0,1,0,3,Daily1,Yes
35-3-107,134,58040.65,55392.84,,,,,,,,,,,,
35-3-108,134,58443.01,55391.01,,,,,,,,,,,,
35-3-109,134,58494.54,55390.99,true,,,2,169,0,0,1,0,3,Daily1,Yes
35-3-110,134,58838.35,55389.52,true,,,2,11,0,0,1,0,3,Daily1,Yes
35-3-111,134,59179.41,55389.43,true,,,2,371,0,0,1,0,3,Daily1,Yes
35-3-15,134,57540.66,53658.26,,,,,,,,,,,,
35-3-16,134,57577.88,53663.32,,,,,,,,,,,,
35-3-17,134,57925.87,53705.48,true,,,2,12,0,0,1,0,3,Daily1,Yes
35-3-21,134,57926.61,53721.29,,,,,,,,,,,,
35-3-22,134,58000.68,53729.37,true,,,2,8,0,0,1,0,3,Daily1,Yes
35-3-26,134,58312.06,53758.68,true,,,2,5,0,0,1,0,3,Daily1,Yes
35-3-29,134,58325,53759.46,,,,,,,,,,,,
35-3-30,134,58542.2,53727.72,true,,,2,8,0,0,1,0,3,Daily1,Yes
35-3-33,134,58622.04,53714.92,true,,,2,99,0,0,1,0,3,Daily1,Yes
35-3-50,134,58697.13,53703.62,,,,,,,,,,,,
35-3-51,134,58936.6,53619.68,true,,,2,88,0,0,1,0,3,Daily1,Yes
35-3-52,134,59070.31,53572.85,,,,,,,,,,,,
35-3-53,134,59361.49,53572.77,true,,,2,6,0,0,1,0,3,Daily1,Yes
35-3-55,134,59522.51,53572.39,,,,,,,,,,,,
35-3-56,134,59628.4,53623.03,true,,,2,6,0,0,1,0,3,Daily1,Yes
35-3-58,134,59690.13,53653.53,true,true,0,2,4,0,0,1,0,3,Daily1,Yes
35-3-60,134,59825.82,53718.7,,,,,,,,,,,,
35-3-61,134,60139.17,53723.95,true,,,2,230,0,0,1,0,3,Daily1,Yes
